financial_year,actual_revised_estimated,category,item,sector,ministry,type,amount,percent_of_gdp
2006,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Development,399,0.002
2006,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Operating,257,0.001
2006,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Development,86,0
2006,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Operating,188,0.001
2006,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Development,15,0
2006,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Operating,285,0.001
2006,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Development,1518,0.006
2006,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Operating,473,0.002
2006,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Development,1207,0.005
2006,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Operating,38,0
2006,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Development,46,0
2006,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Operating,428,0.002
2006,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Development,10,0
2006,Actual,Expenditure,Total Expenditure,Government Administration,Law,Operating,106,0
2006,Actual,Expenditure,Total Expenditure,Government Administration,Law,Development,167,0.001
2006,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Operating,195,0.001
2006,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Development,11,0
2006,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Operating,151,0.001
2006,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Development,25,0
2006,Actual,Expenditure,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,2622,0.011
2006,Actual,Expenditure,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,948,0.004
2006,Actual,Expenditure,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,0,0
2006,Actual,Expenditure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,0,0
2006,Actual,Expenditure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,0,0
2006,Actual,Revenue,Operating Revenue,Operating Revenue,Corporate Income Tax,Corporate Income Tax,8474,0.035
2006,Actual,Revenue,Operating Revenue,Operating Revenue,Personal Income Tax,Personal Income Tax,3743,0.015
2006,Actual,Revenue,Operating Revenue,Operating Revenue,Withholding Tax,Withholding Tax,964,0.004
2006,Actual,Revenue,Operating Revenue,Operating Revenue,Statutory Boards' Contributions,Statutory Boards' Contributions,955,0.004
2006,Actual,Revenue,Operating Revenue,Operating Revenue,Assets Taxes,Assets Taxes,2112,0.009
2006,Actual,Revenue,Operating Revenue,Operating Revenue,"Customs, Excise and Carbon Taxes","Customs, Excise and Carbon Taxes",1887,0.008
2006,Actual,Revenue,Operating Revenue,Operating Revenue,Goods and Services Tax,Goods and Services Tax,3978,0.016
2006,Actual,Revenue,Operating Revenue,Operating Revenue,Motor Vehicle Taxes,Motor Vehicle Taxes,1745,0.007
2006,Actual,Revenue,Operating Revenue,Operating Revenue,Betting Taxes,Betting Taxes,1571,0.006
2006,Actual,Revenue,Operating Revenue,Operating Revenue,Stamp Duty,Stamp Duty,2015,0.008
2006,Actual,Revenue,Operating Revenue,Operating Revenue,Other Taxes,Other Taxes,1384,0.006
2006,Actual,Revenue,Operating Revenue,Operating Revenue,Vehicle Quota Premiums,Vehicle Quota Premiums,93,0
2006,Actual,Revenue,Operating Revenue,Operating Revenue,Fees and Charges (Excluding Vehicle Quota Premiums),Fees and Charges (Excluding Vehicle Quota Premiums),2109,0.009
2006,Actual,Revenue,Operating Revenue,Operating Revenue,Others,Others,259,0.001
2006,Actual,Revenue,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,2131,0.009
2007,Actual,Expenditure,Total Expenditure,Social Development,Education,Operating,6786,0.024
2007,Actual,Expenditure,Total Expenditure,Social Development,Education,Development,742,0.003
2007,Actual,Expenditure,Total Expenditure,Social Development,National Development,Operating,900,0.003
2007,Actual,Expenditure,Total Expenditure,Social Development,National Development,Development,1187,0.004
2007,Actual,Expenditure,Total Expenditure,Social Development,Health,Operating,2019,0.007
2007,Actual,Expenditure,Total Expenditure,Social Development,Health,Development,185,0.001
2007,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Operating,453,0.002
2007,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Development,381,0.001
2007,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Operating,0,0
2007,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Development,0,0
2007,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Operating,962,0.003
2007,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Development,234,0.001
2007,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Operating,352,0.001
2007,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Development,95,0
2007,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Operating,2,0
2007,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Development,0,0
2007,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Operating,9660,0.035
2007,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Development,349,0.001
2007,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Operating,2428,0.009
2007,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Development,396,0.001
2007,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Operating,311,0.001
2007,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Development,83,0
2007,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Operating,225,0.001
2007,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Development,24,0
2007,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Operating,321,0.001
2007,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Development,1621,0.006
2007,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Operating,528,0.002
2007,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Development,1516,0.005
2007,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Operating,37,0
2007,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Development,28,0
2007,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Operating,438,0.002
2007,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Development,44,0
2007,Actual,Expenditure,Total Expenditure,Government Administration,Law,Operating,107,0
2007,Actual,Expenditure,Total Expenditure,Government Administration,Law,Development,123,0
2007,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Operating,247,0.001
2007,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Development,6,0
2007,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Operating,176,0.001
2007,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Development,14,0
2007,Actual,Expenditure,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,1342,0.005
2007,Actual,Expenditure,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,800,0.003
2007,Actual,Expenditure,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,0,0
2007,Actual,Expenditure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,0,0
2007,Actual,Expenditure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,0,0
2007,Actual,Revenue,Operating Revenue,Operating Revenue,Corporate Income Tax,Corporate Income Tax,9250,0.033
2007,Actual,Revenue,Operating Revenue,Operating Revenue,Personal Income Tax,Personal Income Tax,4537,0.016
2007,Actual,Revenue,Operating Revenue,Operating Revenue,Withholding Tax,Withholding Tax,1150,0.004
2007,Actual,Revenue,Operating Revenue,Operating Revenue,Statutory Boards' Contributions,Statutory Boards' Contributions,1683,0.006
2007,Actual,Revenue,Operating Revenue,Operating Revenue,Assets Taxes,Assets Taxes,2582,0.009
2007,Actual,Revenue,Operating Revenue,Operating Revenue,"Customs, Excise and Carbon Taxes","Customs, Excise and Carbon Taxes",1985,0.007
2007,Actual,Revenue,Operating Revenue,Operating Revenue,Goods and Services Tax,Goods and Services Tax,6165,0.022
2007,Actual,Revenue,Operating Revenue,Operating Revenue,Motor Vehicle Taxes,Motor Vehicle Taxes,2189,0.008
2007,Actual,Revenue,Operating Revenue,Operating Revenue,Betting Taxes,Betting Taxes,1713,0.006
2007,Actual,Revenue,Operating Revenue,Operating Revenue,Stamp Duty,Stamp Duty,3677,0.013
2007,Actual,Revenue,Operating Revenue,Operating Revenue,Other Taxes,Other Taxes,1698,0.006
2007,Actual,Revenue,Operating Revenue,Operating Revenue,Vehicle Quota Premiums,Vehicle Quota Premiums,673,0.002
2007,Actual,Revenue,Operating Revenue,Operating Revenue,Fees and Charges (Excluding Vehicle Quota Premiums),Fees and Charges (Excluding Vehicle Quota Premiums),2956,0.011
2007,Actual,Revenue,Operating Revenue,Operating Revenue,Others,Others,115,0
2007,Actual,Revenue,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,2405,0.009
2008,Actual,Expenditure,Total Expenditure,Social Development,Education,Operating,7477,0.028
2008,Actual,Expenditure,Total Expenditure,Social Development,Education,Development,753,0.003
2008,Actual,Expenditure,Total Expenditure,Social Development,National Development,Operating,805,0.003
2008,Actual,Expenditure,Total Expenditure,Social Development,National Development,Development,1095,0.004
2008,Actual,Expenditure,Total Expenditure,Social Development,Health,Operating,2379,0.009
2008,Actual,Expenditure,Total Expenditure,Social Development,Health,Development,336,0.001
2008,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Operating,606,0.002
2008,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Development,325,0.001
2008,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Operating,0,0
2008,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Development,0,0
2008,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Operating,1182,0.004
2008,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Development,96,0
2008,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Operating,412,0.002
2008,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Development,132,0
2008,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Operating,340,0.001
2008,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Development,1,0
2008,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Operating,10397,0.039
2008,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Development,328,0.001
2008,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Operating,2478,0.009
2008,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Development,387,0.001
2008,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Operating,344,0.001
2008,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Development,61,0
2008,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Operating,224,0.001
2008,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Development,35,0
2008,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Operating,367,0.001
2008,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Development,3379,0.013
2008,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Operating,660,0.002
2008,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Development,2183,0.008
2008,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Operating,34,0
2008,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Development,48,0
2008,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Operating,484,0.002
2008,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Development,25,0
2008,Actual,Expenditure,Total Expenditure,Government Administration,Law,Operating,118,0
2008,Actual,Expenditure,Total Expenditure,Government Administration,Law,Development,153,0.001
2008,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Operating,235,0.001
2008,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Development,10,0
2008,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Operating,194,0.001
2008,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Development,9,0
2008,Actual,Expenditure,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,4089,0.015
2008,Actual,Expenditure,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,3010,0.011
2008,Actual,Expenditure,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,0,0
2008,Actual,Expenditure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,0,0
2008,Actual,Expenditure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,0,0
2008,Actual,Revenue,Operating Revenue,Operating Revenue,Corporate Income Tax,Corporate Income Tax,10554,0.039
2008,Actual,Revenue,Operating Revenue,Operating Revenue,Personal Income Tax,Personal Income Tax,5414,0.02
2008,Actual,Revenue,Operating Revenue,Operating Revenue,Withholding Tax,Withholding Tax,1176,0.004
2008,Actual,Revenue,Operating Revenue,Operating Revenue,Statutory Boards' Contributions,Statutory Boards' Contributions,2143,0.008
2008,Actual,Revenue,Operating Revenue,Operating Revenue,Assets Taxes,Assets Taxes,2904,0.011
2008,Actual,Revenue,Operating Revenue,Operating Revenue,"Customs, Excise and Carbon Taxes","Customs, Excise and Carbon Taxes",2065,0.008
2008,Actual,Revenue,Operating Revenue,Operating Revenue,Goods and Services Tax,Goods and Services Tax,6487,0.024
2008,Actual,Revenue,Operating Revenue,Operating Revenue,Motor Vehicle Taxes,Motor Vehicle Taxes,1835,0.007
2008,Actual,Revenue,Operating Revenue,Operating Revenue,Betting Taxes,Betting Taxes,1771,0.007
2008,Actual,Revenue,Operating Revenue,Operating Revenue,Stamp Duty,Stamp Duty,1432,0.005
2008,Actual,Revenue,Operating Revenue,Operating Revenue,Other Taxes,Other Taxes,1929,0.007
2008,Actual,Revenue,Operating Revenue,Operating Revenue,Vehicle Quota Premiums,Vehicle Quota Premiums,367,0.001
2008,Actual,Revenue,Operating Revenue,Operating Revenue,Fees and Charges (Excluding Vehicle Quota Premiums),Fees and Charges (Excluding Vehicle Quota Premiums),2845,0.011
2008,Actual,Revenue,Operating Revenue,Operating Revenue,Others,Others,165,0.001
2008,Actual,Revenue,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,4343,0.016
2009,Actual,Expenditure,Total Expenditure,Social Development,Education,Operating,7838,0.027
2009,Actual,Expenditure,Total Expenditure,Social Development,Education,Development,847,0.003
2009,Actual,Expenditure,Total Expenditure,Social Development,National Development,Operating,959,0.003
2009,Actual,Expenditure,Total Expenditure,Social Development,National Development,Development,1307,0.004
2009,Actual,Expenditure,Total Expenditure,Social Development,Health,Operating,2920,0.01
2009,Actual,Expenditure,Total Expenditure,Social Development,Health,Development,711,0.002
2009,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Operating,656,0.002
2009,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Development,323,0.001
2009,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Operating,0,0
2009,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Development,0,0
2009,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Operating,1565,0.005
2009,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Development,115,0
2009,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Operating,422,0.001
2009,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Development,128,0
2009,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Operating,354,0.001
2009,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Development,0,0
2009,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Operating,10603,0.036
2009,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Development,440,0.001
2009,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Operating,2577,0.009
2009,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Development,350,0.001
2009,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Operating,343,0.001
2009,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Development,71,0
2009,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Operating,414,0.001
2009,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Development,22,0
2009,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Operating,371,0.001
2009,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Development,4082,0.014
2009,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Operating,704,0.002
2009,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Development,2334,0.008
2009,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Operating,76,0
2009,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Development,38,0
2009,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Operating,528,0.002
2009,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Development,17,0
2009,Actual,Expenditure,Total Expenditure,Government Administration,Law,Operating,127,0
2009,Actual,Expenditure,Total Expenditure,Government Administration,Law,Development,166,0.001
2009,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Operating,249,0.001
2009,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Development,17,0
2009,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Operating,203,0.001
2009,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Development,12,0
2009,Actual,Expenditure,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,4071,0.014
2009,Actual,Expenditure,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,1410,0.005
2009,Actual,Expenditure,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,0,0
2009,Actual,Expenditure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,0,0
2009,Actual,Expenditure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,0,0
2009,Actual,Revenue,Operating Revenue,Operating Revenue,Corporate Income Tax,Corporate Income Tax,9551,0.032
2009,Actual,Revenue,Operating Revenue,Operating Revenue,Personal Income Tax,Personal Income Tax,6114,0.021
2009,Actual,Revenue,Operating Revenue,Operating Revenue,Withholding Tax,Withholding Tax,1137,0.004
2009,Actual,Revenue,Operating Revenue,Operating Revenue,Statutory Boards' Contributions,Statutory Boards' Contributions,410,0.001
2009,Actual,Revenue,Operating Revenue,Operating Revenue,Assets Taxes,Assets Taxes,1987,0.007
2009,Actual,Revenue,Operating Revenue,Operating Revenue,"Customs, Excise and Carbon Taxes","Customs, Excise and Carbon Taxes",2125,0.007
2009,Actual,Revenue,Operating Revenue,Operating Revenue,Goods and Services Tax,Goods and Services Tax,6914,0.023
2009,Actual,Revenue,Operating Revenue,Operating Revenue,Motor Vehicle Taxes,Motor Vehicle Taxes,1856,0.006
2009,Actual,Revenue,Operating Revenue,Operating Revenue,Betting Taxes,Betting Taxes,1727,0.006
2009,Actual,Revenue,Operating Revenue,Operating Revenue,Stamp Duty,Stamp Duty,2386,0.008
2009,Actual,Revenue,Operating Revenue,Operating Revenue,Other Taxes,Other Taxes,2410,0.008
2009,Actual,Revenue,Operating Revenue,Operating Revenue,Vehicle Quota Premiums,Vehicle Quota Premiums,623,0.002
2009,Actual,Revenue,Operating Revenue,Operating Revenue,Fees and Charges (Excluding Vehicle Quota Premiums),Fees and Charges (Excluding Vehicle Quota Premiums),2142,0.007
2009,Actual,Revenue,Operating Revenue,Operating Revenue,Others,Others,165,0.001
2009,Actual,Revenue,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,7006,0.024
2010,Actual,Expenditure,Total Expenditure,Social Development,Education,Operating,8999,0.027
2010,Actual,Expenditure,Total Expenditure,Social Development,Education,Development,877,0.003
2010,Actual,Expenditure,Total Expenditure,Social Development,National Development,Operating,790,0.002
2010,Actual,Expenditure,Total Expenditure,Social Development,National Development,Development,1646,0.005
2010,Actual,Expenditure,Total Expenditure,Social Development,Health,Operating,3258,0.01
2010,Actual,Expenditure,Total Expenditure,Social Development,Health,Development,485,0.001
2010,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Operating,720,0.002
2010,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Development,406,0.001
2010,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Operating,0,0
2010,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Development,0,0
2010,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Operating,1829,0.005
2010,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Development,120,0
2010,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Operating,500,0.001
2010,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Development,109,0
2010,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Operating,364,0.001
2010,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Development,0,0
2010,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Operating,10623,0.032
2010,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Development,438,0.001
2010,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Operating,2937,0.009
2010,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Development,240,0.001
2010,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Operating,360,0.001
2010,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Development,40,0
2010,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Operating,439,0.001
2010,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Development,42,0
2010,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Operating,456,0.001
2010,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Development,4250,0.013
2010,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Operating,684,0.002
2010,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Development,2673,0.008
2010,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Operating,88,0
2010,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Development,525,0.002
2010,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Operating,552,0.002
2010,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Development,21,0
2010,Actual,Expenditure,Total Expenditure,Government Administration,Law,Operating,119,0
2010,Actual,Expenditure,Total Expenditure,Government Administration,Law,Development,148,0
2010,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Operating,313,0.001
2010,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Development,14,0
2010,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Operating,240,0.001
2010,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Development,34,0
2010,Actual,Expenditure,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,1505,0.004
2010,Actual,Expenditure,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,5590,0.017
2010,Actual,Expenditure,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,0,0
2010,Actual,Expenditure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,0,0
2010,Actual,Expenditure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,0,0
2010,Actual,Revenue,Operating Revenue,Operating Revenue,Corporate Income Tax,Corporate Income Tax,10687,0.032
2010,Actual,Revenue,Operating Revenue,Operating Revenue,Personal Income Tax,Personal Income Tax,6470,0.019
2010,Actual,Revenue,Operating Revenue,Operating Revenue,Withholding Tax,Withholding Tax,957,0.003
2010,Actual,Revenue,Operating Revenue,Operating Revenue,Statutory Boards' Contributions,Statutory Boards' Contributions,573,0.002
2010,Actual,Revenue,Operating Revenue,Operating Revenue,Assets Taxes,Assets Taxes,2803,0.008
2010,Actual,Revenue,Operating Revenue,Operating Revenue,"Customs, Excise and Carbon Taxes","Customs, Excise and Carbon Taxes",2048,0.006
2010,Actual,Revenue,Operating Revenue,Operating Revenue,Goods and Services Tax,Goods and Services Tax,8198,0.024
2010,Actual,Revenue,Operating Revenue,Operating Revenue,Motor Vehicle Taxes,Motor Vehicle Taxes,1851,0.006
2010,Actual,Revenue,Operating Revenue,Operating Revenue,Betting Taxes,Betting Taxes,2279,0.007
2010,Actual,Revenue,Operating Revenue,Operating Revenue,Stamp Duty,Stamp Duty,3277,0.01
2010,Actual,Revenue,Operating Revenue,Operating Revenue,Other Taxes,Other Taxes,2706,0.008
